ID	Category	Sub Category	English	Telugu	Hindi
htp-47	Historical temples	Sri Ranganathaswamy Temple	Numerous gopurams connect the Sapta-Prakaram enclosures allowing the pilgrims and visitors to reach the sanctum from many directions.	అనేక గోపురాలు సప్తా-ప్రకృతి ఆవరణలను అనుసంధానిస్తాయి, యాత్రికులు మరియు సందర్శకులు అనేక దిశల నుండి గర్భగుడికి చేరుకుంటారు.	कई गोपुरम सप्त-प्रकरम बाड़ों को जोड़ते हैं जिससे तीर्थयात्रियों और आगंतुकों को कई दिशाओं से गर्भगृह तक पहुंचने की अनुमति मिलती है।
htp-48	Historical temples	Sri Ranganathaswamy Temple	The site includes two major temples, one for Vishnu as Ranganatha, and other to Shiva as Jambukeshvara.	ఈ ప్రదేశంలో రెండు ప్రధాన దేవాలయాలు ఉన్నాయి, ఒకటి విష్ణువు రంగనాథంగా, మరొకటి శివుడికి జంబుకేశ్వర.	स्थान में दो प्रमुख मंदिर शामिल हैं, एक रंगनाथ के रूप में विष्णु के लिए और दूसरा शिव के लिए जंबुकेश्वर के रूप में।
htp-49	Historical temples	Sri Ranganathaswamy Temple	The island has some cave temples, older than both.	ఈ ద్వీపంలో కొన్ని గుహ దేవాలయాలు ఉన్నాయి, రెండింటి కంటే పాతవి.	द्वीप में कुछ गुफा मंदिर हैं, जो दोनों से भी पुराने हैं।
htp-50	Historical temples	Sri Ranganathaswamy Temple	The Temple was first Built by Dharma varma chola Then, Later Kaveri River flood destroyed the temple  and later the Early Cholas King Killivalavan Rebuilt the temple complex present today. 	ఈ ఆలయాన్ని మొదట ధర్మ వర్మ చోళ నిర్మించారు, తరువాత, కావేరి నది వరద ఆలయాన్ని ధ్వంసం చేసింది మరియు తరువాత ప్రారంభ చోళ రాజు కిల్లివళవన్ ఈ రోజు ఆలయ సముదాయాన్ని పునర్నిర్మించారు. పునర్నిర్మించారు.	मंदिर का निर्माण पहले धर्म वर्मा चोल द्वारा किया गया था, फिर बाद में कावेरी नदी की बाढ़ ने मंदिर को नष्ट कर दिया और बाद में प्रारंभिक चोल राजा किलिवलवन ने आज मौजूद मंदिर परिसर का पुनर्निर्माण किया।
htp-51	Historical temples	Sri Ranganathaswamy Temple	Beyond the ancient textual history, archaeological evidence such as inscriptions refer to this temple, but these stone inscriptions are from late 1st millennium CE.	పురాతన వచన చరిత్రకు మించి, శాసనాలు వంటి పురావస్తు ఆధారాలు ఈ ఆలయాన్ని సూచిస్తాయి, కాని ఈ రాతి శాసనాలు క్రీ.శ 1 వ సహస్రాబ్ది చివరి నుండి వచ్చాయి.	प्राचीन पाठ्य इतिहास से परे, शिलालेख जैसे पुरातात्विक साक्ष्य इस मंदिर का उल्लेख करते हैं, लेकिन ये पत्थर के शिलालेख पहली सहस्राब्दी सीई के उत्तरार्ध से हैं।
htp-52	Historical temples	Sri Ranganathaswamy Temple	The inscriptions in the temple belong to the Chola, Pandya, Hoysala and Vijayanagar dynasties who ruled over the region.	ఈ ఆలయంలోని శాసనాలు చోళ, పాండ్య, హొయసల మరియు విజయనగర్ రాజవంశాలకు చెందినవి.	मंदिर में शिलालेख चोल, पांड्य, होयसला और विजयनगर राजवंशों के हैं जिन्होंने इस क्षेत्र पर शासन किया था।
htp-53	Historical temples	Sri Ranganathaswamy Temple	These inscriptions range in date between the 9th and 16th centuries.	ఈ శాసనాలు 9 మరియు 16 వ శతాబ్దాల మధ్య ఉన్నాయి.	ये शिलालेख 9 वीं और 16 वीं शताब्दी के बीच के हैं।
htp-54	Historical temples	Sri Ranganathaswamy Temple	The temple is enclosed by 7 concentric enclosures with courtyards.	ఈ ఆలయం ప్రాంగణాలతో 7 కేంద్రీకృత ఆవరణలతో నిండి ఉంది.	मंदिर आंगनों के साथ 7 संकेंद्रित बाड़ों से घिरा हुआ है।
htp-55	Historical temples	Sri Ranganathaswamy Temple	Each layer has walls and gopurams, which were built or fortified in and after the 16th century.	ప్రతి పొరలో గోడలు మరియు గోపురాలు ఉన్నాయి, ఇవి 16 వ శతాబ్దంలో మరియు తరువాత నిర్మించబడ్డాయి లేదా బలపరచబడ్డాయి.	प्रत्येक परत में दीवारें और गोपुरम हैं, जो 16वीं शताब्दी में और उसके बाद बनाए गए थे या दृढ़ किए गए थे।
htp-56	Historical temples	Sri Ranganathaswamy Temple	These walls total 32,592 feet or over six miles.	ఈ గోడలు మొత్తం 32,592 అడుగులు  లేదా ఆరు మైళ్ళకు పైగా ఉన్నాయి.	ये दीवारें कुल 32,592 फीट या छह मील से अधिक लंबी हैं।
htp-57	Historical temples	Sri Ranganathaswamy Temple	The temple has 17 major gopurams 39 pavilions, 50 shrines, 9 sacred water pools, Ayiram kaal mandapam and several small water bodies inside.	ఈ ఆలయంలో 17 ప్రధాన గోపురాలు , 39 మంటపాలు, 50 మందిరాలు, 9 పవిత్ర జల కొలనులు, అయిరామ్ కాల్ మండపం  మరియు లోపల అనేక చిన్న నీటి వనరులు ఉన్నాయి.	मंदिर में 17 प्रमुख गोपुरम 39 मंडप, 50 मंदिर, 9 पवित्र जल पूल, अयिरम काल मंडपम और कई छोटे जल निकाय हैं।
htp-58	Historical temples	Sri Ranganathaswamy Temple	The temple is aligned to the north-south and east-west axis, on an island surrounded by the Kaveri River. 	ఈ ఆలయం ఉత్తర-దక్షిణ మరియు తూర్పు-పడమటి అక్షంతో, కావేరి నది చుట్టూ ఉన్న ద్వీపంలో ఉంది.	मंदिर कावेरी नदी से घिरे एक द्वीप पर उत्तर-दक्षिण और पूर्व-पश्चिम अक्ष से जुड़ा हुआ है।
htp-59	Historical temples	Sri Ranganathaswamy Temple	The river has long been considered sacred and called the Daksina Ganga or the Ganges of the South.	ఈ నది చాలాకాలంగా పవిత్రంగా పరిగణించబడుతుంది మరియు దీనిని దక్షిణ గంగా లేదా దక్షిణ గంగా అని పిలుస్తారు.	नदी को लंबे समय से पवित्र माना जाता है और इसे दक्षिण गंगा या दक्षिण की गंगा कहा जाता है।
htp-60	Historical temples	Sri Ranganathaswamy Temple	The outer two prakarams are residential and markets with shops, restaurants and flower stalls.	బయటి రెండు ప్రాకారాలు  నివాస మరియు దుకాణాలు, రెస్టారెంట్లు మరియు పూల స్టాళ్లతో మార్కెట్లు.	बाहरी दो प्राकर्म आवासीय हैं और दुकानों, रेस्तरां और फूलों के स्टालों के साथ बाजार हैं।
htp-61	Historical temples	Sri Ranganathaswamy Temple	The five inner courtyards have shrines to Vishnu and his various avatars such as Rama and Krishna. 	ఐదు లోపలి ప్రాంగణాలలో విష్ణువు మరియు అతని వివిధ అవతారాలైన రాముడు మరియు కృష్ణుడికి పుణ్యక్షేత్రాలు ఉన్నాయి.	पांच आंतरिक आंगनों में विष्णु और उनके विभिन्न अवतारों जैसे राम और कृष्ण के मंदिर हैं।
htp-62	Historical temples	Sri Ranganathaswamy Temple	Major shrines are additionally dedicated to goddess Lakshmi and many saints of Vaishnavism. 	ప్రధాన పుణ్యక్షేత్రాలు అదనంగా లక్ష్మీ దేవికి మరియు వైష్ణవ మతం యొక్క అనేక మంది సాధువులకు అంకితం చేయబడ్డాయి.	प्रमुख मंदिर अतिरिक्त रूप से देवी लक्ष्मी और वैष्णववाद के कई संतों को समर्पित हैं।
htp-63	Historical temples	Sri Ranganathaswamy Temple	In particular, these shrines celebrate and commemorate the Tamil poet-saints and philosophers called the Alvars, as well Hindu philosophers such as Ramanuja and Manavala Mamunigal of Sri Vaishnavism tradition.	ముఖ్యంగా, ఈ పుణ్యక్షేత్రాలు అల్వార్లు అని పిలువబడే తమిళ కవి-సాధువులు మరియు తత్వవేత్తలను, అలాగే శ్రీ వైష్ణవ సంప్రదాయానికి చెందిన రామానుజ మరియు మనవాలా మామునిగల్ వంటి హిందూ తత్వవేత్తలను జరుపుకుంటాయి.	विशेष रूप से, ये तीर्थस्थल तमिल कवि-संत और अलवर कहे जाने वाले दार्शनिकों के साथ-साथ श्री वैष्णववाद परंपरा के रामानुज और मनावाला मामुनिगल जैसे हिंदू दार्शनिकों का जश्न मनाते हैं और उनका स्मरण करते हैं।
htp-64	Historical temples	Sri Ranganathaswamy Temple	This alignment integrates the routes that devotees follow as they journey into the innermost sanctum. 	ఈ అమరిక భక్తులు లోపలి గర్భగుడిలోకి వెళ్ళేటప్పుడు అనుసరించే మార్గాలను అనుసంధానిస్తుంది.	यह संरेखण उन मार्गों को एकीकृत करता है जिनका पालन भक्त अंतरतम गर्भगृह में यात्रा करते समय करते हैं।
htp-65	Historical temples	Sri Ranganathaswamy Temple	The temple complex includes over 50 shrines.	ఈ ఆలయ సముదాయంలో 50 కి పైగా మందిరాలు ఉన్నాయి.	मंदिर परिसर में 50 से अधिक मंदिर शामिल हैं।
htp-66	Historical temples	Sri Ranganathaswamy Temple	These are dedicated to Vishnu, Lakshmi as well as various Vaishnava scholars and poets. 	వీటిని విష్ణు, లక్ష్మితో పాటు వివిధ వైష్ణవ పండితులు, కవులకు అంకితం చేశారు.	ये विष्णु, लक्ष्मी के साथ-साथ विभिन्न वैष्णव विद्वानों और कवियों को समर्पित हैं।
htp-67	Historical temples	Sri Ranganathaswamy Temple	The shrines to Vishnu display him in his various avatars, as well as his iconography.	విష్ణువుకు పుణ్యక్షేత్రాలు అతని వివిధ అవతారాలలో, అలాగే అతని ప్రతిమలలో ప్రదర్శిస్తాయి.	विष्णु के मंदिर उन्हें उनके विभिन्न अवतारों के साथ-साथ उनकी प्रतिमाओं में भी प्रदर्शित करते हैं।
htp-68	Historical temples	Sri Ranganathaswamy Temple	For example, the Ranganathaswamy temple shrines and symbolism include those to Chakkarathazhwar, Narasimha, Rama, Hayagreeva and Gopala Krishna.	ఉదాహరణకు, రంగనాథస్వామి ఆలయ పుణ్యక్షేత్రాలు మరియు ప్రతీకవాదంలో చకరతజ్వార్, నరసింహ, రాముడు, హయగ్రీవ మరియు గోపాల కృష్ణలు ఉన్నారు.	उदाहरण के लिए, रंगनाथस्वामी मंदिर के मंदिरों और प्रतीकों में चक्रथज़्वार, नरसिंह, राम, हयग्रीव और गोपाल कृष्ण शामिल हैं।
htp-69	Historical temples	Sri Ranganathaswamy Temple	The Chakrathazhwar shrine is in the east facing on the south side of Akalanka.	చక్రతజ్వర్ మందిరం తూర్పు వైపున అకాలంకకు దక్షిణం వైపున ఉంది.	चक्रथजवार मंदिर पूर्व में अकालंका के दक्षिण की ओर मुख करके स्थित है।
htp-70	Historical temples	Sri Ranganathaswamy Temple	The sanctum is approached through a Mukamandapa  built during the Cholas and a Mahamandapa with six rows of eight pillars built during the period of Vijayanagar Empire.	చోళుల కాలంలో నిర్మించిన ముకమండపం మరియు విజయనగర సామ్రాజ్యం కాలంలో నిర్మించిన ఎనిమిది స్తంభాల ఆరు వరుసలతో ఒక మహామండపం ద్వారా ఈ గర్భగుడి చేరుతుంది.	चोलों के दौरान बने एक मुकमंडपा और विजयनगर साम्राज्य की अवधि के दौरान निर्मित आठ स्तंभों की छह पंक्तियों के साथ एक महामंडप के माध्यम से गर्भगृह तक पहुंचा जाता है।
htp-71	Historical temples	Sri Ranganathaswamy Temple	There is a circumambulation passage around the sanctum. 	గర్భగుడి చుట్టూ ఒక ప్రదక్షిణ మార్గం ఉంది.	गर्भगृह के चारों ओर परिक्रमा मार्ग है।
htp-72	Historical temples	Sri Ranganathaswamy Temple	The image of Chakrathazhwar is sculpted with Narasimha on the rear side and can be viewed from the passage around the sanctum.	చక్రతజ్వార్ యొక్క చిత్రం వెనుక వైపున నరసింహతో చెక్కబడింది మరియు గర్భగుడి చుట్టూ ఉన్న మార్గం నుండి చూడవచ్చు.	चक्रथजवार की छवि को पीछे की तरफ नरसिंह के साथ तराशा गया है और गर्भगृह के चारों ओर के मार्ग से देखा जा सकता है।
htp-73	Historical temples	Sri Ranganathaswamy Temple	The Venugopala shrine, one of the most elaborately carved, is in the south-west corner of the fourth enclosure of the temple was built by Chokkanatha Nayak, according to an inscription dated 1674.	1674 నాటి ఒక శాసనం ప్రకారం, ఆలయం యొక్క నాల్గవ ఆవరణలో నైరుతి మూలలో వేణుగోపాల మందిరం ఉంది.	1674 के एक शिलालेख के अनुसार, वेणुगोपाल मंदिर, जो सबसे विस्तृत नक्काशीदार है, मंदिर के चौथे घेरे के दक्षिण-पश्चिम कोने में स्थित है, जिसे चोककनाथ नायक ने बनवाया था।
htp-74	Historical temples	Sri Ranganathaswamy Temple	The main shrine for Ranganatha is in the innermost courtyard.	రంగనాథకు ప్రధాన మందిరం లోపలి ప్రాంగణంలో ఉంది.	रंगनाथ का मुख्य मंदिर अंतरतम प्रांगण में है।
htp-75	Historical temples	Sri Ranganathaswamy Temple	The sanctum has a golden vimanam.	గర్భగుడిలో బంగారు విమానం ఉంది	गर्भगृह में एक सुनहरा विमान है।
htp-76	Historical temples	Sri Ranganathaswamy Temple	It is shaped like the Tamil omkara.	ఇది తమిళ ఓంకార ఆకారంలో ఉంది	इसका आकार तमिल ओंकारा जैसा है।
htp-77	Historical temples	Sri Ranganathaswamy Temple	Adisesha has five hoods and is coiled into three and a half rounds. 	ఆదిసేషాకు ఐదు హుడ్స్ ఉన్నాయి మరియు మూడున్నర రౌండ్లుగా చుట్టబడతాయి.	आदिशेष में पांच हुड हैं और साढ़े तीन राउंड में कुंडलित हैं।
htp-78	Historical temples	Sri Ranganathaswamy Temple	Vishnu's head rests on a small cylindrical pillow and his right palm which faces upwards rests next to his head. Neither Sridevi nor Bhudevi are depicted near his feet, as is found in late medieval era paintings.	విష్ణు తల ఒక చిన్న స్థూపాకార దిండుపై ఉంటుంది మరియు అతని కుడి అరచేతి పైకి ఎదురుగా ఉంటుంది. మధ్యయుగ కాలం నాటి చిత్రాలలో కనిపించే విధంగా శ్రీదేవి లేదా భూదేవి అతని పాదాల దగ్గర చిత్రీకరించబడలేదు.	विष्णु का सिर एक छोटे बेलनाकार तकिए पर टिका हुआ है और उनकी दाहिनी हथेली जो ऊपर की ओर है, उनके सिर के बगल में टिकी हुई है। न तो श्रीदेवी और न ही भूदेवी को उनके पैरों के पास चित्रित किया गया है, जैसा कि मध्यकालीन युग के चित्रों में पाया जाता है।
htp-79	Historical temples	Sri Ranganathaswamy Temple	The first day of Ra pathu is Vaikunta Ekadashi.	రా పాతు యొక్క మొదటి రోజు వైకుంఠ ఏకాదశి.	रा पथु का पहला दिन वैकुंठ एकादशी है।
htp-80	Historical temples	Sri Ranganathaswamy Temple	The sanctum can be entered through the south gateway one the reclining Vishnu is facing.	  శయనించిన విష్ణువు దక్షిణ ముఖం   ద్వారం గుండా ప్రవేశించవచ్చు,గర్భగుడిలొకి	गर्भगृह में दक्षिण प्रवेश द्वार के माध्यम से प्रवेश किया जा सकता है, जिसके सामने झुके हुए विष्णु हैं।
htp-81	Historical temples	Sri Ranganathaswamy Temple	The doorway as one enters from the mukhamandapam, also called the Gayatri mantapa.	గాయమత్రి మంతపం అని కూడా పిలువబడే ముఖమండపం నుండి ప్రవేశించేటప్పుడు ద్వారం.	मुखमंडपम से प्रवेश करते ही द्वार, जिसे गायत्री मंडप भी कहा जाता है।
htp-82	Historical temples	Sri Ranganathaswamy Temple	The sanctum chamber is round, even though the vimana above is an oval projection.	పైన ఉన్న విమాన దీర్ఘవృత్తాకార ప్రణాళిక అయినప్పటికీ గర్భగుడి గుండ్రంగా ఉంటుంది.	गर्भगृह गोल है, भले ही ऊपर विमान एक अंडाकार प्रक्षेपण है।
htp-83	Historical temples	Sri Ranganathaswamy Temple	The circumambulation path is set in a square, to journey clockwise.	సవ్యదిశలో ప్రయాణించడానికి, ప్రదక్షిణ మార్గం  ఒక చదరపులో సెట్ చేయబడింది.	दक्षिणावर्त यात्रा करने के लिए परिक्रमा मार्ग एक वर्ग में निर्धारित किया गया है।
htp-84	Historical temples	Sri Ranganathaswamy Temple	This garbha-griya is surrounded by a raised square Tiruvunnali, encircling pillars and another inner square.	ఈ గర్భా-గ్రియా చుట్టూ ఎత్తైన చదరపు తిరువన్నాలి, చుట్టుపక్కల స్తంభాలు మరియు మరొక లోపలి చతురస్రం ఉన్నాయి.	यह गर्भगृह एक उभरे हुए वर्ग तिरुवन्नली से घिरा हुआ है, जो स्तंभों को घेरे हुए है और एक अन्य आंतरिक वर्ग है।
htp-85	Historical temples	Sri Ranganathaswamy Temple	As the visitor completes the circumambulation around the resting Vishnu, one sees four additional images.	సందర్శకుడు ప్రదక్షిణలు విశ్రాంతి తీసుకుంటున్న విష్ణు చుట్టూ  పూర్తిచేస్తున్నప్పుడు, ఒక నాలుగు అదనపు చిత్రాలను చూస్తారు.	जैसे ही आगंतुक विश्राम करने वाले विष्णु के चारों ओर परिक्रमा पूरी करता है, एक व्यक्ति को चार अतिरिक्त चित्र दिखाई देते हैं।
htp-86	Historical temples	Sri Ranganathaswamy Temple	On the western wall inside the core sanctum is Vigneswara , on the northwestern corner is called Yoga-Ananta.	ప్రధాన గర్భగుడి లోపలి పశ్చిమ గోడపై ఉన్న విఘ్నేశ్వరుని , వాయువ్య ములలో యోగానంత అని అంటారు.	मुख्य गर्भगृह के अंदर पश्चिमी दीवार पर विग्नेश्वर है, उत्तर पश्चिमी कोने पर योग-अनंत कहा जाता है।
htp-87	Historical temples	Sri Ranganathaswamy Temple	The annual gold ornament cleaning festival is called Jyestabisheka and is celebrated during the Tamil month of aani.	వార్షి బంగారు ఆభరణాల శుభ్రపరిచే పండుగను జ్యస్తబిషేక అని పిలుస్తారు మరియు తమిళ నెలలో ఆని జరుపుకుంటారు	वार्षिक स्वर्ण आभूषण सफाई उत्सव को ज्येष्ठाभिषेक कहा जाता है और यह तमिल महीने आनी के दौरान मनाया जाता है।
htp-88	Historical temples	Sri Ranganathaswamy Temple	The Rajagopuram was consecrated on 25 March 1987.	రాజగోపురం 25 మార్చి 1987 న పవిత్రం చేయబడింది.	25 मार्च 1987 को राजगोपुरम की प्राण प्रतिष्ठा की गई।
htp-89	Historical temples	Sri Ranganathaswamy Temple	The temple celebrates numerous festivals around the year including processions. 	ఈ ఆలయం ఊరేగింపులతో సహా సంవత్సరంలో అనేక పండుగలను జరుపుకుంటుంది.	मंदिर जुलूसों सहित वर्ष भर कई त्योहार मनाता है।
htp-90	Historical temples	Sri Ranganathaswamy Temple	The sanctuary is crowned in the traditional fashion with a hemispherical roof. 	అతను అభయారణ్యం సాంప్రదాయ పద్ధతిలో అర్ధగోళ పైకప్పుతో కిరీటం చేయబడింది.	अभयारण्य को पारंपरिक तरीके से अर्धगोलाकार छत के साथ ताज पहनाया गया है।
htp-91	Historical temples	Sri Ranganathaswamy Temple	The whole structure was constructed in a span of eight years.	మొత్తం నిర్మాణం ఎనిమిది సంవత్సరాల వ్యవధిలో నిర్మించబడింది.	पूरे ढांचे का निर्माण आठ साल की अवधि में किया गया था।
htp-92	Historical temples	Sri Ranganathaswamy Temple	Dhanvantari, a great physician of ancient India is considered to be an avatar of Vishnu – there is a separate shrine of Dhanvantari within the temple.	పురాతన భారతదేశానికి చెందిన గొప్ప వైద్యుడు ధన్వంతరి విష్ణు అవతారంగా పరిగణించబడుతుంది - ఈ ఆలయంలో ధన్వంతరికి ప్రత్యేక మందిరం ఉంది.	प्राचीन भारत के एक महान चिकित्सक धन्वंतरि को विष्णु का अवतार माना जाता है - मंदिर के भीतर धन्वंतरि का एक अलग मंदिर है।
htp-93	Historical temples	Sri Ranganathaswamy Temple	Ranganayaki  shrine is in the second precinct of the temple. 	రంగనాయకి మందిరం ఆలయం యొక్క రెండవ ఆవరణలో ఉంది.	रंगनायकी मंदिर मंदिर के दूसरे परिसर में है।
htp-94	Historical temples	Sri Ranganathaswamy Temple	During the festival processions, Ranganayaki does not visit Ranganatha, but it is he who visits her.	పండుగ ఊరేగింపు సమయంలో, రంగనాయకి రంగనాథను సందర్శించదు, కాని ఆమెను సందర్శించేది అతడే. 	त्योहार के जुलूसों के दौरान, रंगनायकी रंगनाथ से मिलने नहीं जाते, बल्कि वह उनसे मिलने जाते हैं।
htp-95	Historical temples	Sri Ranganathaswamy Temple	There are three images of Ranganayaki within the sanctum.	గర్భగుడి లోపల రంగనాయకి యొక్క మూడు చిత్రాలు ఉన్నాయి.	गर्भगृह में रंगनायकी की तीन प्रतिमाएं हैं।
htp-96	Historical temples	Sri Ranganathaswamy Temple	There are separate shrines for major saints in the Vaishnava tradition, including Ramanuja.	రామానుజతో సహా వైష్ణవ సంప్రదాయంలో ప్రధాన సాధువులకు ప్రత్యేక మందిరాలు ఉన్నాయి.	रामानुज सहित वैष्णव परंपरा में प्रमुख संतों के लिए अलग-अलग मंदिर हैं।
htp-97	Historical temples	Sri Ranganathaswamy Temple	The Ranganathaswamy Temple has many mandapams.	రంగనాథస్వామి ఆలయంలో అనేక మండపాలు ఉన్నాయి	रंगनाथस्वामी मंदिर में कई मंडप हैं।
htp-98	Historical temples	Sri Ranganathaswamy Temple	Thousand pillar mandapam is a theatre like structure made from granite.	వెయ్యి స్తంభాల మండపం గ్రానైట్ నుంచి తయారైన నిర్మాణం లాంటి థియేటర్.	हजार स्तंभ मंडपम ग्रेनाइट से बनी एक थिएटर जैसी संरचना है।
htp-99	Historical temples	Sri Ranganathaswamy Temple	It was built during the Vijayanagara rule period. 	దీనిని విజయనగర పాలన కాలంలో నిర్మించారు.	यह विजयनगर शासन काल के दौरान बनाया गया था।
htp-100	Historical temples	Sri Ranganathaswamy Temple	Sesharaya Mandapam is a complex hall built during the reign of Nayaka.	శేషరయ మండపం నాయక పాలనలో సంక్లిష్టమైనదిగా నిర్మించిన  హాలు.	शेषराय मंडपम नायक के शासनकाल के दौरान बनाया गया एक जटिल हॉल है।
				మీనాచి కోయిల్ పాండియన్ రాజవంశం కార్యాలయ పరిపాలనా కార్యకలాపాల కోసం నిర్మించిన చారిత్రాత్మక ప్రదేశం	
				ఇది తమిళంలోని మదురై ఆలయ నగరంలో వైగై నది యొక్క దక్షిణ ఒడ్డున ఉంది.	
				తమిళ దేశంలో భాగమైన పాండియన్ రాజవంశానికి హిందువులు వచ్చినప్పుడు తరువాత ఇది మీనాక్షి దేవతకు అంకితం చేయబడిన ఆలయంగా మారింది	
				బ్రాహ్మణులు దీనిని తమ దేవతగా పార్వతి రూపంగా, మరియు ఆమె భర్త సుందరేశ్వర్, శివుని రూపంగా చిత్రీకరించారు.	
				ఈ ఆలయం తమిళ సంఘం సాహిత్యంలో పేర్కొన్న పురాతన ఆలయ నగరమైన మదురై మధ్యలో ఉంది.	
				ఆలయం యొక్క పశ్చిమ టవర్ తమిళనాడు రాష్ట్ర చిహ్నం ఆధారంగా రూపొందించబడిన నమూనా.	
				మదురై మీనాక్షి సుందరేశ్వర ఆలయాన్ని కులశేఖర పాండ్య రాజు నిర్మించారు	
